formula,tool,exit_status,exit_code,time,states,edges,transitions,acc,scc,nondet_states,nondet_aut,complete_aut,automaton
X(((F(a)) | (G(b))) R (X(!(a)))),yes.ltl2tgba#det,ok,0,0.0115811,4,4,7,1,4,0,0,0,"HOA: v1 name: ""sDBA for X((Fa | Gb) R X!a)"" States: 4 Start: 3 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 [!0] 2 State: 1 [t] 0 State: 2 {0} [t] 2 State: 3 [t] 1 --END--"
X(((F(a)) | (G(b))) R (X(!(a)))),yes.owl#s,ok,0,0.0108314,11,25,37,1,8,2,1,0,"HOA: v1 States: 11 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc weak --BODY-- State: 0 [t] 4 State: 1 [!0&1] 2 [!0&!1] 3 State: 2 [!0&1] 2 [!0&!1] 3 [!0&!1] 5 [0] 6 [!0&1] 10 State: 3 [!0&1] 2 [!0&!1] 3 [!0&!1] 5 [0] 6 [!0&1] 7 State: 4 [!0] 1 [0] 8 State: 5 {0} [!0&!1] 5 [!0&1] 7 State: 6 {0} [t] 6 State: 7 {0} [!0&!1] 5 [!0&1] 10 State: 8 [!0] 6 State: 9 {0} [1] 9 State: 10 {0} [!0&!1] 5 [0&1] 9 [!0&1] 10 --END--"
X(((F(a)) | (G(b))) R (X(!(a)))),no.owl#s,ok,0,0.00363989,12,28,39,1,9,2,1,0,"HOA: v1 States: 12 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [t] 5 State: 1 [!0] 2 {0} State: 2 [t] 2 {0} State: 3 [!0&!1] 3 {0} [!0&1] 4 {0} State: 4 [!0&1] 7 {0} [!0&!1] 3 {0} State: 5 [!0&!1] 9 [0] 1 {0} [!0&1] 10 State: 6 [!0&1] 7 {0} [!0&!1] 3 {0} [!0&1] 6 [0] 2 {0} [!0&!1] 8 State: 7 [!0&1] 7 {0} [!0&!1] 3 {0} [0&1] 11 {0} State: 8 [!0&!1] 3 {0} [!0&1] 6 [0] 2 {0} [!0&1] 4 {0} [!0&!1] 8 State: 9 [!0&1] 6 [!0&!1] 8 State: 10 [!0&1] 6 [!0&!1] 8 State: 11 [1] 11 {0} --END--"
X(((F(a)) | (G(b))) R (X(!(a)))),yes.owl#a,ok,0,0.0116308,9,18,33,1,8,2,1,0,"HOA: v1 States: 9 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc weak --BODY-- State: 0 [t] 8 State: 1 {0} [t] 1 State: 2 [0] 1 [!0&1] 2 [!0] 3 [!0&!1] 4 [!0&1] 5 State: 3 {0} [!0] 3 State: 4 [0] 1 [!0&1] 2 [!0] 3 [!0&!1] 4 State: 5 {0} [1] 5 State: 6 [!0] 1 State: 7 [!0&1] 2 [!0&!1] 4 State: 8 [0] 6 [!0] 7 --END--"
X(((F(a)) | (G(b))) R (X(!(a)))),no.owl#a,ok,0,0.0031906,10,21,40,1,9,2,1,0,"HOA: v1 States: 10 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [t] 4 State: 1 [!0&1] 2 [!0&!1] 3 State: 2 [t] 8 {0} [!0&1] 2 [!0&!1] 3 [0] 6 {0} [1] 7 {0} State: 3 [t] 8 {0} [!0&1] 2 [!0&!1] 3 [0] 6 {0} State: 4 [0] 5 {0} [!0&!1] 9 [!0&1] 1 State: 5 [!0] 6 {0} State: 6 [t] 6 {0} State: 7 [1] 7 {0} State: 8 [!0] 8 {0} State: 9 [!0&1] 2 [!0&!1] 3 --END--"
(a) & (G(F(b))),yes.ltl2tgba#det,ok,0,0.0147043,2,3,6,1,2,0,0,0,"HOA: v1 name: ""sDBA for a & GFb"" States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic stutter-invariant --BODY-- State: 0 [0] 1 State: 1 [!1] 1 [1] 1 {0} --END--"
(a) & (G(F(b))),yes.owl#s,ok,0,0.00734395,2,3,6,1,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [!1] 1 [1] 1 {0} --END--"
(a) & (G(F(b))),no.owl#s,ok,0,0.00209913,3,6,14,1,3,1,1,0,"HOA: v1 States: 3 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [0] 1 State: 1 [!1] 2 [1] 2 {0} [t] 1 State: 2 [!1] 2 [1] 2 {0} --END--"
(a) & (G(F(b))),yes.owl#a,ok,0,0.0105738,2,3,6,1,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [!1] 1 [1] 1 {0} --END--"
(a) & (G(F(b))),no.owl#a,ok,0,0.00593769,3,6,14,1,3,1,1,0,"HOA: v1 States: 3 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [0] 1 State: 1 [!1] 2 [t] 1 [1] 2 {0} State: 2 [!1] 2 [1] 2 {0} --END--"
((F(a)) & ((a) U (X((b) | (!(c)))))) | ((G(!(a))) & ((!(a)) R (X((!(b)) & (c))))),yes.ltl2tgba#det,ok,0,0.00921817,7,13,49,1,7,0,0,0,"HOA: v1 name: ""sDBA for (Fa & (a U X(b | !c))) | (G!a & (!a R X(!b & c)))"" States: 7 Start: 3 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!0] 1 State: 2 [1 | !2] 0 State: 3 [!0] 4 [0] 5 State: 4 [0&1 | 0&!2] 0 [!0&!1&2] 1 [!0&1 | !0&!2] 6 State: 5 [1 | !2] 0 [!0&!1&2] 2 [0&!1&2] 5 State: 6 [0] 0 [!0] 6 --END--"
((F(a)) & ((a) U (X((b) | (!(c)))))) | ((G(!(a))) & ((!(a)) R (X((!(b)) & (c))))),yes.owl#s,ok,0,0.00971809,7,13,49,1,7,0,0,0,"HOA: v1 States: 7 Start: 3 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!0] 1 State: 2 [1 | !2] 0 State: 3 [0] 5 [!0] 6 State: 4 [0] 0 [!0] 4 State: 5 [1 | !2] 0 [!0&!1&2] 2 [0&!1&2] 5 State: 6 [0&1 | 0&!2] 0 [!0&!1&2] 1 [!0&1 | !0&!2] 4 --END--"
((F(a)) & ((a) U (X((b) | (!(c)))))) | ((G(!(a))) & ((!(a)) R (X((!(b)) & (c))))),no.owl#s,ok,0,0.00285986,7,13,49,1,7,0,0,0,"HOA: v1 States: 7 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0] 5 [!0] 1 State: 1 [!0&1 | !0&!2] 2 [!0&!1&2] 3 {0} [0&1 | 0&!2] 4 {0} State: 2 [!0] 2 [0] 4 {0} State: 3 [!0] 3 {0} State: 4 [t] 4 {0} State: 5 [!0&!1&2] 6 {0} [1 | !2] 4 {0} [0&!1&2] 5 State: 6 [1 | !2] 4 {0} --END--"
((F(a)) & ((a) U (X((b) | (!(c)))))) | ((G(!(a))) & ((!(a)) R (X((!(b)) & (c))))),yes.owl#a,ok,0,0.00863482,7,13,49,1,7,0,0,0,"HOA: v1 States: 7 Start: 3 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!0] 1 State: 2 [1 | !2] 0 State: 3 [!0] 4 [0] 6 State: 4 [0&1 | 0&!2] 0 [!0&!1&2] 1 [!0&1 | !0&!2] 5 State: 5 [0] 0 [!0] 5 State: 6 [1 | !2] 0 [!0&!1&2] 2 [0&!1&2] 6 --END--"
((F(a)) & ((a) U (X((b) | (!(c)))))) | ((G(!(a))) & ((!(a)) R (X((!(b)) & (c))))),no.owl#a,ok,0,0.00722277,7,13,49,1,7,0,0,0,"HOA: v1 States: 7 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0] 6 [!0] 3 State: 1 [1 | !2] 2 {0} State: 2 [t] 2 {0} State: 3 [!0&!1&2] 4 {0} [0&1 | 0&!2] 2 {0} [!0&1 | !0&!2] 5 State: 4 [!0] 4 {0} State: 5 [0] 2 {0} [!0] 5 State: 6 [!0&!1&2] 1 {0} [0&!1&2] 6 [1 | !2] 2 {0} --END--"
G(((!(a)) & (F(b))) | ((a) & (G(!(b))))),yes.ltl2tgba#det,ok,0,0.00727922,3,6,6,1,2,0,0,0,"HOA: v1 name: ""sDBA for G((!a & Fb) | (a & G!b))"" States: 3 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic stutter-invariant --BODY-- State: 0 [!0&1] 0 {0} [0&!1] 1 [!0&!1] 2 State: 1 [0&!1] 1 {0} State: 2 [!0&1] 0 {0} [!0&!1] 2 --END--"
G(((!(a)) & (F(b))) | ((a) & (G(!(b))))),yes.owl#s,ok,0,0.00991445,4,10,10,1,3,2,1,0,"HOA: v1 States: 4 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [!0&1] 0 [0&!1] 1 [!0&!1] 2 [!0&1] 3 State: 1 [0&!1] 1 {0} State: 2 [!0&1] 0 [!0&!1] 2 [!0&1] 3 State: 3 [!0&!1] 3 [!0&1] 3 {0} --END--"
G(((!(a)) & (F(b))) | ((a) & (G(!(b))))),no.owl#s,ok,0,0.00253226,5,15,15,1,4,3,1,0,"HOA: v1 States: 5 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [!0&1] 0 [0&!1] 1 [!0&!1] 2 [!0&!1] 3 [!0&1] 3 {0} [0&!1] 4 {0} State: 1 [0&!1] 1 [0&!1] 4 {0} State: 2 [!0&1] 0 [!0&!1] 2 [!0&!1] 3 [!0&1] 3 {0} State: 3 [!0&!1] 3 [!0&1] 3 {0} State: 4 [0&!1] 4 {0} --END--"
G(((!(a)) & (F(b))) | ((a) & (G(!(b))))),yes.owl#a,ok,0,0.00963326,4,10,10,1,3,2,1,0,"HOA: v1 States: 4 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [!0&1] 0 [!0&1] 1 [!0&!1] 2 [0&!1] 3 State: 1 [!0&!1] 1 [!0&1] 1 {0} State: 2 [!0&1] 0 [!0&1] 1 [!0&!1] 2 State: 3 [0&!1] 3 {0} --END--"
G(((!(a)) & (F(b))) | ((a) & (G(!(b))))),no.owl#a,ok,0,0.00747279,5,15,15,1,4,3,1,0,"HOA: v1 States: 5 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc --BODY-- State: 0 [!0&1] 2 {0} [!0&!1] 3 [0&!1] 4 [0&!1] 1 {0} [!0&1] 0 [!0&!1] 2 State: 1 [0&!1] 1 {0} State: 2 [!0&1] 2 {0} [!0&!1] 2 State: 3 [!0&1] 2 {0} [!0&!1] 3 [!0&1] 0 [!0&!1] 2 State: 4 [0&!1] 4 [0&!1] 1 {0} --END--"
a,yes.ltl2tgba#det,ok,0,0.00892818,2,2,3,1,2,0,0,0,"HOA: v1 name: ""sDBA for a"" States: 2 Start: 1 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 --END--"
a,yes.owl#s,ok,0,0.0104192,2,2,3,1,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 --END--"
a,no.owl#s,ok,0,0.00192862,2,2,3,1,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic --BODY-- State: 0 {0} [0] 1 State: 1 {0} [t] 1 --END--"
a,yes.owl#a,ok,0,0.00999791,2,2,3,1,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 --END--"
a,no.owl#a,ok,0,0.00153416,2,2,3,1,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic --BODY-- State: 0 {0} [0] 1 State: 1 {0} [t] 1 --END--"
(F(a)) & (X(X((!(a)) | (G(F(b)))))),yes.ltl2tgba#det,ok,0,0.0132461,8,14,32,1,8,0,0,1,"HOA: v1 name: ""sDBA for Fa & XX(!a | GFb)"" States: 8 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 1 [!0] 2 State: 1 [t] 3 State: 2 [0] 3 [!0] 6 State: 3 [!0] 4 [0] 5 State: 4 [t] 4 {0} State: 5 [!1] 5 [1] 5 {0} State: 6 [0] 5 [!0] 7 State: 7 [0] 4 [!0] 7 --END--"
(F(a)) & (X(X((!(a)) | (G(F(b)))))),yes.owl#s,ok,0,0.0109856,8,14,32,1,8,0,0,1,"HOA: v1 States: 8 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 5 [!0] 6 State: 1 [!0] 1 [0] 2 State: 2 [t] 2 {0} State: 3 [!1] 3 [1] 3 {0} State: 4 [!0] 2 [0] 3 State: 5 [t] 4 State: 6 [0] 4 [!0] 7 State: 7 [!0] 1 [0] 3 --END--"
(F(a)) & (X(X((!(a)) | (G(F(b)))))),no.owl#s,ok,0,0.00293969,9,17,40,1,9,1,1,1,"HOA: v1 States: 9 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete --BODY-- State: 0 [0] 4 [!0] 1 State: 1 [!0] 2 [0] 3 State: 2 [!0] 8 [0] 6 State: 3 [!0] 5 {0} [0] 6 State: 4 [t] 3 State: 5 [t] 5 {0} State: 6 [!1] 7 [1] 7 {0} [t] 6 State: 7 [!1] 7 [1] 7 {0} State: 8 [!0] 8 [0] 5 {0} --END--"
(F(a)) & (X(X((!(a)) | (G(F(b)))))),yes.owl#a,ok,0,0.00898697,8,14,32,1,8,0,0,1,"HOA: v1 States: 8 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 6 [!0] 7 State: 1 [0] 2 [!0] 3 State: 2 [!1] 2 [1] 2 {0} State: 3 [!0] 3 [0] 5 State: 4 [0] 2 [!0] 5 State: 5 [t] 5 {0} State: 6 [t] 4 State: 7 [!0] 1 [0] 4 --END--"
(F(a)) & (X(X((!(a)) | (G(F(b)))))),no.owl#a,ok,0,0.00243358,9,17,40,1,9,1,1,1,"HOA: v1 States: 9 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete --BODY-- State: 0 [!0] 7 [0] 8 State: 1 [t] 1 [1] 2 {0} [!1] 2 State: 2 [1] 2 {0} [!1] 2 State: 3 [t] 3 {0} State: 4 [0] 1 [!0] 5 State: 5 [0] 3 {0} [!0] 5 State: 6 [0] 1 [!0] 3 {0} State: 7 [0] 6 [!0] 4 State: 8 [t] 6 --END--"
(G((a) & (b))) | (X(G(!(a)))),yes.ltl2tgba#det,ok,0,0.0166985,4,6,10,1,4,0,0,0,"HOA: v1 name: ""sDBA for G(a & b) | XG!a"" States: 4 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0 | !1] 2 [0&1] 3 State: 1 {0} [0&1] 1 State: 2 {0} [!0] 2 State: 3 [0&1] 1 [!0] 2 --END--"
(G((a) & (b))) | (X(G(!(a)))),yes.owl#s,ok,0,0.00975885,4,6,10,1,4,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0 | !1] 2 [0&1] 3 State: 1 {0} [0&1] 1 State: 2 {0} [!0] 2 State: 3 [0&1] 1 [!0] 2 --END--"
(G((a) & (b))) | (X(G(!(a)))),no.owl#s,ok,0,0.00391776,4,6,10,1,4,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic --BODY-- State: 0 {0} [!0 | !1] 3 [0&1] 1 State: 1 {0} [0&1] 2 [!0] 3 State: 2 {0} [0&1] 2 State: 3 {0} [!0] 3 --END--"
(G((a) & (b))) | (X(G(!(a)))),yes.owl#a,ok,0,0.0139416,4,6,10,1,4,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0 | !1] 2 [0&1] 3 State: 1 {0} [0&1] 1 State: 2 {0} [!0] 2 State: 3 [0&1] 1 [!0] 2 --END--"
(G((a) & (b))) | (X(G(!(a)))),no.owl#a,ok,0,0.00225351,4,6,10,1,4,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic --BODY-- State: 0 {0} [0&1] 2 [!0 | !1] 1 State: 1 {0} [!0] 1 State: 2 {0} [!0] 1 [0&1] 3 State: 3 {0} [0&1] 3 --END--"
(G(a)) & (X(G(b))),yes.ltl2tgba#det,ok,0,0.0122322,2,2,3,1,2,0,0,0,"HOA: v1 name: ""sDBA for Ga & XGb"" States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0] 1 State: 1 {0} [0&1] 1 --END--"
(G(a)) & (X(G(b))),yes.owl#s,ok,0,0.0116751,2,2,3,1,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0] 1 State: 1 {0} [0&1] 1 --END--"
(G(a)) & (X(G(b))),no.owl#s,ok,0,0.00213718,2,2,3,1,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic --BODY-- State: 0 {0} [0] 1 State: 1 {0} [0&1] 1 --END--"
(G(a)) & (X(G(b))),yes.owl#a,ok,0,0.0101269,2,2,3,1,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0] 1 State: 1 {0} [0&1] 1 --END--"
(G(a)) & (X(G(b))),no.owl#a,ok,0,0.00208472,2,2,3,1,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic --BODY-- State: 0 {0} [0] 1 State: 1 {0} [0&1] 1 --END--"
G(a),yes.ltl2tgba#det,ok,0,0.00976276,1,1,1,1,1,0,0,0,"HOA: v1 name: ""sDBA for Ga"" States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [0] 0 --END--"
G(a),yes.owl#s,ok,0,0.010974,1,1,1,1,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic very-weak --BODY-- State: 0 {0} [0] 0 --END--"
G(a),no.owl#s,ok,0,0.00399872,1,1,1,1,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic --BODY-- State: 0 {0} [0] 0 --END--"
G(a),yes.owl#a,ok,0,0.00960859,1,1,1,1,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic very-weak --BODY-- State: 0 {0} [0] 0 --END--"
G(a),no.owl#a,ok,0,0.00303764,1,1,1,1,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""a"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic --BODY-- State: 0 {0} [0] 0 --END--"
(a) | (X(b)),yes.ltl2tgba#det,ok,0,0.0128442,3,4,10,1,3,0,0,0,"HOA: v1 name: ""sDBA for a | Xb"" States: 3 Start: 2 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 [1] 1 State: 1 {0} [t] 1 State: 2 [!0] 0 [0] 1 --END--"
(a) | (X(b)),yes.owl#s,ok,0,0.00785436,3,4,10,1,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [1] 1 State: 1 {0} [t] 1 State: 2 [!0] 0 [0] 1 --END--"
(a) | (X(b)),no.owl#s,ok,0,0.00418523,3,4,10,1,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 2 ""a"" ""b"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc colored deterministic --BODY-- State: 0 {0} [0] 1 [!0] 2 State: 1 {0} [t] 1 State: 2 {0} [1] 1 --END--"
